"year","state","county","D","O","R","total"
"2004","SOUTH CAROLINA","BAMBERG",3841,57,2138,6036
"2004","SOUTH CAROLINA","BARNWELL",3982,97,4606,8685
"2004","SOUTH CAROLINA","BEAUFORT",21505,399,33331,55235
"2004","SOUTH CAROLINA","BERKELEY",20142,691,32104,52937
"2004","SOUTH CAROLINA","CALHOUN",3393,78,3448,6919
"2004","SOUTH CAROLINA","CHARLESTON",63758,2261,70297,136316
"2004","SOUTH CAROLINA","CHEROKEE",6466,158,12090,18714
"2004","SOUTH CAROLINA","CHESTER",5790,141,5798,11729
"2004","SOUTH CAROLINA","CHESTERFIELD",6729,68,7252,14049
"2004","SOUTH CAROLINA","CLARENDON",7087,52,6061,13200
"2004","SOUTH CAROLINA","COLLETON",6699,143,7264,14106
"2004","SOUTH CAROLINA","DARLINGTON",11829,209,13416,25454
"2004","SOUTH CAROLINA","DILLON",4832,102,4301,9235
"2004","SOUTH CAROLINA","DORCHESTER",14733,578,26006,41317
"2004","SOUTH CAROLINA","EDGEFIELD",4051,84,5611,9746
"2004","SOUTH CAROLINA","FAIRFIELD",5764,140,3531,9435
"2004","SOUTH CAROLINA","FLORENCE",21442,414,27689,49545
"2004","SOUTH CAROLINA","GEORGETOWN",10602,385,12606,23593
"2004","SOUTH CAROLINA","GREENVILLE",55347,2005,111481,168833
"2004","SOUTH CAROLINA","GREENWOOD",8954,224,14264,23442
"2004","SOUTH CAROLINA","HAMPTON",4832,87,3097,8016
"2004","SOUTH CAROLINA","HORRY",29547,1353,50447,81347
"2004","SOUTH CAROLINA","JASPER",3840,73,2933,6846
"2004","SOUTH CAROLINA","KERSHAW",8515,240,14160,22915
"2004","SOUTH CAROLINA","LANCASTER",7631,267,12916,20814
"2004","SOUTH CAROLINA","LAURENS",9205,158,14466,23829
"2004","SOUTH CAROLINA","LEE",4960,37,2901,7898
"2004","SOUTH CAROLINA","LEXINGTON",25393,907,67132,93432
"2004","SOUTH CAROLINA","MARION",7767,151,5589,13507
"2004","SOUTH CAROLINA","MARLBORO",4984,153,3423,8560
"2004","SOUTH CAROLINA","MCCORMICK",2648,78,2396,5122
"2004","SOUTH CAROLINA","NEWBERRY",4483,272,7654,12409
"2004","SOUTH CAROLINA","OCONEE",8395,326,18811,27532
"2004","SOUTH CAROLINA","ORANGEBURG",24698,171,12695,37564
"2004","SOUTH CAROLINA","PICKENS",10287,464,29759,40510
"2004","SOUTH CAROLINA","RICHLAND",76283,1306,56212,133801
"2004","SOUTH CAROLINA","SALUDA",3001,40,4537,7578
"2004","SOUTH CAROLINA","SPARTANBURG",33633,1121,62004,96758
"2004","SOUTH CAROLINA","SUMTER",18695,234,18074,37003
"2004","SOUTH CAROLINA","UNION",5236,106,6592,11934
"2004","SOUTH CAROLINA","WILLIAMSBURG",9044,79,4795,13918
"2004","SOUTH CAROLINA","YORK",24226,721,45234,70181
"2004","SOUTH DAKOTA","AURORA",620,20,1009,1649
"2004","SOUTH DAKOTA","BEADLE",3443,120,4917,8480
"2004","SOUTH DAKOTA","BENNETT",759,38,833,1630
"2004","SOUTH DAKOTA","BON HOMME",1293,52,2063,3408
"2004","SOUTH DAKOTA","BROOKINGS",5443,270,7662,13375
"2004","SOUTH DAKOTA","BROWN",7943,270,10386,18599
"2004","SOUTH DAKOTA","BRULE",1040,45,1544,2629
"2004","SOUTH DAKOTA","BUFFALO",603,15,223,841
"2004","SOUTH DAKOTA","BUTTE",1009,96,3166,4271
"2004","SOUTH DAKOTA","CAMPBELL",239,12,708,959
"2004","SOUTH DAKOTA","CHARLES MIX",2155,87,2556,4798
"2004","SOUTH DAKOTA","CLARK",875,17,1435,2327
"2004","SOUTH DAKOTA","CLAY",3315,129,2692,6136
"2004","SOUTH DAKOTA","CODINGTON",4803,170,7778,12751
"2004","SOUTH DAKOTA","CORSON",972,32,720,1724
"2004","SOUTH DAKOTA","CUSTER",1272,110,2922,4304
"2004","SOUTH DAKOTA","DAVISON",3263,128,5561,8952
"2004","SOUTH DAKOTA","DAY",1817,52,1671,3540
"2004","SOUTH DAKOTA","DEUEL",961,45,1406,2412
"2004","SOUTH DAKOTA","DEWEY",1606,37,921,2564
"2004","SOUTH DAKOTA","DOUGLAS",393,23,1596,2012
"2004","SOUTH DAKOTA","EDMUNDS",765,35,1434,2234
"2004","SOUTH DAKOTA","FALL RIVER",1326,106,2413,3845
"2004","SOUTH DAKOTA","FAULK",418,6,945,1369
"2004","SOUTH DAKOTA","GRANT",1633,65,2392,4090
"2004","SOUTH DAKOTA","GREGORY",813,48,1685,2546
"2004","SOUTH DAKOTA","HAAKON",219,14,1007,1240
"2004","SOUTH DAKOTA","HAMLIN",1015,50,1946,3011
"2004","SOUTH DAKOTA","HAND",668,37,1482,2187
"2004","SOUTH DAKOTA","HANSON",745,26,1379,2150
"2004","SOUTH DAKOTA","HARDING",94,17,704,815
"2004","SOUTH DAKOTA","HUGHES",2697,121,6017,8835
"2004","SOUTH DAKOTA","HUTCHINSON",1177,71,2899,4147
"2004","SOUTH DAKOTA","HYDE",259,10,631,900
"2004","SOUTH DAKOTA","JACKSON",508,37,726,1271
"2004","SOUTH DAKOTA","JERAULD",482,18,736,1236
"2004","SOUTH DAKOTA","JONES",134,18,565,717
"2004","SOUTH DAKOTA","KINGSBURY",1163,47,1804,3014
"2004","SOUTH DAKOTA","LAKE",2509,139,3359,6007
"2004","SOUTH DAKOTA","LAWRENCE",3857,273,7489,11619
"2004","SOUTH DAKOTA","LINCOLN",5703,202,11161,17066
"2004","SOUTH DAKOTA","LYMAN",872,39,1029,1940
"2004","SOUTH DAKOTA","MARSHALL",1099,23,1242,2364
"2004","SOUTH DAKOTA","MCCOOK",1201,53,2017,3271
"2004","SOUTH DAKOTA","MCPHERSON",369,30,1180,1579
"2004","SOUTH DAKOTA","MEADE",2941,216,8347,11504
"2004","SOUTH DAKOTA","MELLETTE",361,17,553,931
"2004","SOUTH DAKOTA","MINER",641,19,810,1470
"2004","SOUTH DAKOTA","MINNEHAHA",32314,1129,44189,77632
"2004","SOUTH DAKOTA","MOODY",1609,52,1790,3451
"2004","SOUTH DAKOTA","PENNINGTON",14213,779,29976,44968
"2004","SOUTH DAKOTA","PERKINS",418,66,1329,1813
"2004","SOUTH DAKOTA","POTTER",463,12,1143,1618
"2004","SOUTH DAKOTA","ROBERTS",2527,59,2396,4982
"2004","SOUTH DAKOTA","SANBORN",581,28,817,1426
"2004","SOUTH DAKOTA","SHANNON",3566,122,526,4214
"2004","SOUTH DAKOTA","SPINK",1478,37,2259,3774
