"year","state","county","D","O","R","total"
"2020","NEW HAMPSHIRE","HILLSBOROUGH",122344,3972,104625,230941
"2020","NEW HAMPSHIRE","MERRIMACK",48533,1561,39711,89805
"2020","NEW HAMPSHIRE","ROCKINGHAM",100064,2876,95858,198798
"2020","NEW HAMPSHIRE","STRAFFORD",41721,1386,30489,73596
"2020","NEW HAMPSHIRE","SULLIVAN",12390,482,11508,24380
"2020","NEW JERSEY","ATLANTIC",73808,1785,64438,140031
"2020","NEW JERSEY","BERGEN",285967,5465,204417,495849
"2020","NEW JERSEY","BURLINGTON",154595,3557,103345,261497
"2020","NEW JERSEY","CAMDEN",175065,3344,86207,264616
"2020","NEW JERSEY","CAPE MAY",23941,615,33158,57714
"2020","NEW JERSEY","CUMBERLAND",32742,714,28952,62408
"2020","NEW JERSEY","ESSEX",266820,3016,75475,345311
"2020","NEW JERSEY","GLOUCESTER",86702,2612,83340,172654
"2020","NEW JERSEY","HUDSON",181452,2700,65698,249850
"2020","NEW JERSEY","HUNTERDON",39457,1632,43153,84242
"2020","NEW JERSEY","MERCER",122532,2431,51641,176604
"2020","NEW JERSEY","MIDDLESEX",226250,4645,143467,374362
"2020","NEW JERSEY","MONMOUTH",181291,5052,191808,378151
"2020","NEW JERSEY","MORRIS",153881,4307,141134,299322
"2020","NEW JERSEY","OCEAN",119456,4320,217740,341516
"2020","NEW JERSEY","PASSAIC",129097,2601,92009,223707
"2020","NEW JERSEY","SALEM",14479,616,18827,33922
"2020","NEW JERSEY","SOMERSET",111173,2690,71996,185859
"2020","NEW JERSEY","SUSSEX",34481,1781,51698,87960
"2020","NEW JERSEY","UNION",170245,2744,80002,252991
"2020","NEW JERSEY","WARREN",24901,1117,34769,60787
"2020","NEW MEXICO","BERNALILLO",193757,7698,116135,317590
"2020","NEW MEXICO","CATRON",595,33,1698,2326
"2020","NEW MEXICO","CHAVES",6381,406,15656,22443
"2020","NEW MEXICO","CIBOLA",4745,183,3975,8903
"2020","NEW MEXICO","COLFAX",2611,134,3271,6016
"2020","NEW MEXICO","CURRY",4307,350,10444,15101
"2020","NEW MEXICO","DE BACA",231,14,656,901
"2020","NEW MEXICO","DONA ANA",47957,1882,32802,82641
"2020","NEW MEXICO","EDDY",5424,344,17454,23222
"2020","NEW MEXICO","GRANT",7590,292,6553,14435
"2020","NEW MEXICO","GUADALUPE",1234,38,917,2189
"2020","NEW MEXICO","HARDING",179,7,319,505
"2020","NEW MEXICO","HIDALGO",823,31,1120,1974
"2020","NEW MEXICO","LEA",4061,326,16531,20918
"2020","NEW MEXICO","LINCOLN",3194,170,6942,10306
"2020","NEW MEXICO","LOS ALAMOS",7554,461,4278,12293
"2020","NEW MEXICO","LUNA",3563,132,4408,8103
"2020","NEW MEXICO","MCKINLEY",18029,656,7801,26486
"2020","NEW MEXICO","MORA",1745,38,903,2686
"2020","NEW MEXICO","OTERO",8485,565,14521,23571
"2020","NEW MEXICO","QUAY",1170,69,2634,3873
"2020","NEW MEXICO","RIO ARRIBA",10990,230,5408,16628
"2020","NEW MEXICO","ROOSEVELT",1802,172,4634,6608
"2020","NEW MEXICO","SAN JUAN",18083,1337,32874,52294
"2020","NEW MEXICO","SAN MIGUEL",7888,222,3421,11531
"2020","NEW MEXICO","SANDOVAL",40588,1800,34174,76562
"2020","NEW MEXICO","SANTA FE",62530,1368,18329,82227
"2020","NEW MEXICO","SIERRA",2265,138,3542,5945
"2020","NEW MEXICO","SOCORRO",3722,183,3255,7160
"2020","NEW MEXICO","TAOS",13121,345,3715,17181
"2020","NEW MEXICO","TORRANCE",2344,165,4772,7281
"2020","NEW MEXICO","UNION",383,18,1388,1789
"2020","NEW MEXICO","VALENCIA",14263,650,17364,32277
"2020","NEW YORK","ALBANY",99474,4172,51081,154727
"2020","NEW YORK","ALLEGANY",6048,712,14135,20895
"2020","NEW YORK","BRONX",355374,9285,67740,432399
"2020","NEW YORK","BROOME",47010,2684,43800,93494
"2020","NEW YORK","CATTARAUGUS",11879,984,22155,35018
"2020","NEW YORK","CAYUGA",16149,1099,19512,36760
"2020","NEW YORK","CHAUTAUQUA",23087,1830,34853,59770
"2020","NEW YORK","CHEMUNG",16636,1153,21922,39711
"2020","NEW YORK","CHENANGO",8290,645,13482,22417
"2020","NEW YORK","CLINTON",18364,759,16514,35637
"2020","NEW YORK","COLUMBIA",20386,931,14464,35781
"2020","NEW YORK","CORTLAND",10369,734,10789,21892
"2020","NEW YORK","DELAWARE",9143,544,13387,23074
"2020","NEW YORK","DUTCHESS",81443,3574,66872,151889
"2020","NEW YORK","ERIE",267174,12086,197527,476787
"2020","NEW YORK","ESSEX",9947,547,8976,19470
"2020","NEW YORK","FRANKLIN",9253,499,9668,19420
"2020","NEW YORK","FULTON",7931,763,15378,24072
"2020","NEW YORK","GENESEE",9625,930,18876,29431
"2020","NEW YORK","GREENE",10346,703,14271,25320
"2020","NEW YORK","HAMILTON",1178,86,2225,3489
"2020","NEW YORK","HERKIMER",9937,753,18870,29560
"2020","NEW YORK","JEFFERSON",17307,1193,25629,44129
"2020","NEW YORK","KINGS",703310,14298,202772,920380
"2020","NEW YORK","LEWIS",3824,318,8894,13036
"2020","NEW YORK","LIVINGSTON",12477,997,18182,31656
"2020","NEW YORK","MADISON",14807,1051,18408,34266
"2020","NEW YORK","MONROE",225746,12092,145661,383499
"2020","NEW YORK","MONTGOMERY",7977,524,12745,21246
"2020","NEW YORK","NASSAU",396504,15149,326716,738369
"2020","NEW YORK","NEW YORK",603040,13180,85185,701405
"2020","NEW YORK","NIAGARA",46029,2769,56068,104866
"2020","NEW YORK","ONEIDA",41567,2949,57180,101696
"2020","NEW YORK","ONONDAGA",138894,6173,90619,235686
"2020","NEW YORK","ONTARIO",29025,2021,29039,60085
"2020","NEW YORK","ORANGE",84684,3625,84996,173305
"2020","NEW YORK","ORLEANS",5587,601,12126,18314
"2020","NEW YORK","OSWEGO",21143,1571,32138,54852
"2020","NEW YORK","OTSEGO",12975,866,14382,28223
"2020","NEW YORK","PUTNAM",24953,1082,29283,55318
"2020","NEW YORK","QUEENS",569038,12795,212665,794498
"2020","NEW YORK","RENSSELAER",40969,2493,36500,79962
"2020","NEW YORK","RICHMOND",90997,3582,123320,217899
"2020","NEW YORK","ROCKLAND",75802,2393,73186,151381
"2020","NEW YORK","SARATOGA",68471,3780,61305,133556
"2020","NEW YORK","SCHENECTADY",42465,2175,30741,75381
"2020","NEW YORK","SCHOHARIE",5345,562,9903,15810
"2020","NEW YORK","SCHUYLER",3903,275,5621,9799
"2020","NEW YORK","SENECA",6914,475,8329,15718
"2020","NEW YORK","ST. LAWRENCE",19361,1298,24608,45267
"2020","NEW YORK","STEUBEN",15790,1252,29474,46516
"2020","NEW YORK","SUFFOLK",368000,14056,375821,757877
"2020","NEW YORK","SULLIVAN",15489,978,18665,35132
"2020","NEW YORK","TIOGA",9634,745,14791,25170
"2020","NEW YORK","TOMPKINS",33619,1333,11096,46048
"2020","NEW YORK","ULSTER",57970,2600,37590,98160
"2020","NEW YORK","WARREN",17642,1053,17699,36394
"2020","NEW YORK","WASHINGTON",11565,750,15941,28256
"2020","NEW YORK","WAYNE",17456,1371,26204,45031
"2020","NEW YORK","WESTCHESTER",312371,5181,144713,462265
"2020","NEW YORK","WYOMING",5073,512,13898,19483
"2020","NEW YORK","YATES",4219,361,6208,10788
"2020","NORTH CAROLINA","ALAMANCE",38825,1210,46056,86091
"2020","NORTH CAROLINA","ALEXANDER",4145,203,15888,20236
"2020","NORTH CAROLINA","ALLEGHANY",1486,63,4527,6076
"2020","NORTH CAROLINA","ANSON",5789,84,5321,11194
"2020","NORTH CAROLINA","ASHE",4164,199,11451,15814
"2020","NORTH CAROLINA","AVERY",2191,95,7172,9458
"2020","NORTH CAROLINA","BEAUFORT",9633,245,16437,26315
"2020","NORTH CAROLINA","BERTIE",5939,59,3817,9815
"2020","NORTH CAROLINA","BLADEN",7326,123,9676,17125
"2020","NORTH CAROLINA","BRUNSWICK",33310,1015,55850,90175
"2020","NORTH CAROLINA","BUNCOMBE",96515,2642,62412,161569
"2020","NORTH CAROLINA","BURKE",13118,465,31019,44602
"2020","NORTH CAROLINA","CABARRUS",52162,1828,63237,117227
"2020","NORTH CAROLINA","CALDWELL",10245,465,32119,42829
"2020","NORTH CAROLINA","CAMDEN",1537,104,4312,5953
"2020","NORTH CAROLINA","CARTERET",12093,574,30028,42695
"2020","NORTH CAROLINA","CASWELL",4860,102,7089,12051
"2020","NORTH CAROLINA","CATAWBA",25689,1148,56588,83425
"2020","NORTH CAROLINA","CHATHAM",26787,626,21186,48599
"2020","NORTH CAROLINA","CHEROKEE",3583,212,12628,16423
"2020","NORTH CAROLINA","CHOWAN",3247,66,4471,7784
"2020","NORTH CAROLINA","CLAY",1699,82,5112,6893
"2020","NORTH CAROLINA","CLEVELAND",16955,555,33798,51308
"2020","NORTH CAROLINA","COLUMBUS",9446,168,16832,26446
"2020","NORTH CAROLINA","CRAVEN",21148,885,31032,53065
"2020","NORTH CAROLINA","CUMBERLAND",84469,2649,60032,147150
"2020","NORTH CAROLINA","CURRITUCK",4195,295,11657,16147
"2020","NORTH CAROLINA","DARE",9936,358,13938,24232
"2020","NORTH CAROLINA","DAVIDSON",22636,1220,64658,88514
"2020","NORTH CAROLINA","DAVIE",6713,370,18228,25311
"2020","NORTH CAROLINA","DUPLIN",8767,155,13793,22715
"2020","NORTH CAROLINA","DURHAM",144688,2767,32459,179914
"2020","NORTH CAROLINA","EDGECOMBE",16089,182,9206,25477
"2020","NORTH CAROLINA","FORSYTH",113033,3173,85064,201270
"2020","NORTH CAROLINA","FRANKLIN",15879,571,20901,37351
"2020","NORTH CAROLINA","GASTON",40959,1506,73033,115498
"2020","NORTH CAROLINA","GATES",2546,58,3367,5971
"2020","NORTH CAROLINA","GRAHAM",905,50,3710,4665
"2020","NORTH CAROLINA","GRANVILLE",14565,386,16647,31598
"2020","NORTH CAROLINA","GREENE",3832,47,4874,8753
"2020","NORTH CAROLINA","GUILFORD",173086,4106,107294,284486
"2020","NORTH CAROLINA","HALIFAX",15545,134,10080,25759
"2020","NORTH CAROLINA","HARNETT",22093,1023,35177,58293
"2020","NORTH CAROLINA","HAYWOOD",13144,564,22834,36542
"2020","NORTH CAROLINA","HENDERSON",27211,1128,40032,68371
"2020","NORTH CAROLINA","HERTFORD",7097,58,3479,10634
"2020","NORTH CAROLINA","HOKE",11804,382,9453,21639
"2020","NORTH CAROLINA","HYDE",1046,28,1418,2492
"2020","NORTH CAROLINA","IREDELL",33888,1473,67010,102371
"2020","NORTH CAROLINA","JACKSON",9591,481,11356,21428
"2020","NORTH CAROLINA","JOHNSTON",41257,1747,68353,111357
"2020","NORTH CAROLINA","JONES",2197,48,3280,5525
"2020","NORTH CAROLINA","LEE",12143,396,16469,29008
"2020","NORTH CAROLINA","LENOIR",13605,214,14590,28409
"2020","NORTH CAROLINA","LINCOLN",13274,602,36341,50217
"2020","NORTH CAROLINA","MACON",6230,302,14211,20743
"2020","NORTH CAROLINA","MADISON",4901,196,7979,13076
"2020","NORTH CAROLINA","MARTIN",5911,97,6532,12540
"2020","NORTH CAROLINA","MCDOWELL",5832,288,16883,23003
"2020","NORTH CAROLINA","MECKLENBURG",378107,9735,179211,567053
"2020","NORTH CAROLINA","MITCHELL",1867,84,7090,9041
"2020","NORTH CAROLINA","MONTGOMERY",4327,111,8411,12849
"2020","NORTH CAROLINA","MOORE",20779,796,36764,58339
"2020","NORTH CAROLINA","NASH",25947,497,25827,52271
"2020","NORTH CAROLINA","NEW HANOVER",66138,2361,63331,131830
"2020","NORTH CAROLINA","NORTHAMPTON",6069,52,3989,10110
"2020","NORTH CAROLINA","ONSLOW",24266,1891,46078,72235
"2020","NORTH CAROLINA","ORANGE",63594,1227,20176,84997
"2020","NORTH CAROLINA","PAMLICO",2713,69,4849,7631
"2020","NORTH CAROLINA","PASQUOTANK",9832,295,9770,19897
"2020","NORTH CAROLINA","PENDER",11723,490,21956,34169
"2020","NORTH CAROLINA","PERQUIMANS",2492,89,4903,7484
"2020","NORTH CAROLINA","PERSON",8465,245,13184,21894
"2020","NORTH CAROLINA","PITT",47252,1339,38982,87573
"2020","NORTH CAROLINA","POLK",4518,151,7689,12358
"2020","NORTH CAROLINA","RANDOLPH",15618,804,56894,73316
"2020","NORTH CAROLINA","RICHMOND",8754,179,11830,20763
"2020","NORTH CAROLINA","ROBESON",19020,362,27806,47188
"2020","NORTH CAROLINA","ROCKINGHAM",15992,516,31301,47809
"2020","NORTH CAROLINA","ROWAN",23114,997,49297,73408
"2020","NORTH CAROLINA","RUTHERFORD",9135,403,24891,34429
"2020","NORTH CAROLINA","SAMPSON",10966,241,17411,28618
"2020","NORTH CAROLINA","SCOTLAND",7186,116,7473,14775
"2020","NORTH CAROLINA","STANLY",8129,352,25458,33939
"2020","NORTH CAROLINA","STOKES",5286,273,20142,25701
"2020","NORTH CAROLINA","SURRY",8721,379,27538,36638
"2020","NORTH CAROLINA","SWAIN",2780,127,4161,7068
"2020","NORTH CAROLINA","TRANSYLVANIA",8444,324,11636,20404
"2020","NORTH CAROLINA","TYRRELL",758,15,1044,1817
"2020","NORTH CAROLINA","UNION",48725,1904,80382,131011
"2020","NORTH CAROLINA","VANCE",12431,177,8391,20999
"2020","NORTH CAROLINA","WAKE",393336,12297,226197,631830
"2020","NORTH CAROLINA","WARREN",6400,141,3752,10293
"2020","NORTH CAROLINA","WASHINGTON",3396,28,2781,6205
"2020","NORTH CAROLINA","WATAUGA",17122,647,14451,32220
"2020","NORTH CAROLINA","WAYNE",24215,613,30709,55537
"2020","NORTH CAROLINA","WILKES",7511,363,27592,35466
"2020","NORTH CAROLINA","WILSON",20754,400,19581,40735
"2020","NORTH CAROLINA","YADKIN",3763,227,15933,19923
"2020","NORTH CAROLINA","YANCEY",3688,148,7516,11352
"2020","NORTH DAKOTA","ADAMS",258,30,981,1269
"2020","NORTH DAKOTA","BARNES",1820,177,3568,5565
"2020","NORTH DAKOTA","BENSON",822,45,1094,1961
"2020","NORTH DAKOTA","BILLINGS",72,22,541,635
"2020","NORTH DAKOTA","BOTTINEAU",821,75,2575,3471
"2020","NORTH DAKOTA","BOWMAN",228,34,1395,1657
"2020","NORTH DAKOTA","BURKE",137,24,994,1155
"2020","NORTH DAKOTA","BURLEIGH",14348,1661,34744,50753
"2020","NORTH DAKOTA","CASS",40311,3123,42619,86053
"2020","NORTH DAKOTA","CAVALIER",474,47,1499,2020
"2020","NORTH DAKOTA","DICKEY",608,74,1742,2424
"2020","NORTH DAKOTA","DIVIDE",265,33,904,1202
"2020","NORTH DAKOTA","DUNN",342,45,1951,2338
"2020","NORTH DAKOTA","EDDY",383,24,854,1261
"2020","NORTH DAKOTA","EMMONS",237,34,1738,2009
"2020","NORTH DAKOTA","FOSTER",373,43,1362,1778
"2020","NORTH DAKOTA","GOLDEN VALLEY",137,18,871,1026
"2020","NORTH DAKOTA","GRAND FORKS",12880,1103,16987,30970
"2020","NORTH DAKOTA","GRANT",207,29,1145,1381
"2020","NORTH DAKOTA","GRIGGS",308,35,907,1250
"2020","NORTH DAKOTA","HETTINGER",196,25,1091,1312
"2020","NORTH DAKOTA","KIDDER",221,24,1215,1460
"2020","NORTH DAKOTA","LAMOURE",527,47,1645,2219
"2020","NORTH DAKOTA","LOGAN",128,18,930,1076
"2020","NORTH DAKOTA","MCHENRY",564,75,2364,3003
"2020","NORTH DAKOTA","MCINTOSH",261,41,1153,1455
"2020","NORTH DAKOTA","MCKENZIE",814,123,4482,5419
"2020","NORTH DAKOTA","MCLEAN",1230,108,4198,5536
"2020","NORTH DAKOTA","MERCER",704,115,3856,4675
"2020","NORTH DAKOTA","MORTON",3872,504,12243,16619
"2020","NORTH DAKOTA","MOUNTRAIL",1256,85,2824,4165
"2020","NORTH DAKOTA","NELSON",586,50,1141,1777
"2020","NORTH DAKOTA","OLIVER",129,19,918,1066
"2020","NORTH DAKOTA","PEMBINA",786,85,2460,3331
"2020","NORTH DAKOTA","PIERCE",497,46,1585,2128
"2020","NORTH DAKOTA","RAMSEY",1639,156,3577,5372
"2020","NORTH DAKOTA","RANSOM",945,91,1418,2454
"2020","NORTH DAKOTA","RENVILLE",220,34,1065,1319
"2020","NORTH DAKOTA","RICHLAND",2510,230,5072,7812
"2020","NORTH DAKOTA","ROLETTE",2482,65,1257,3804
"2020","NORTH DAKOTA","SARGENT",738,66,1266,2070
"2020","NORTH DAKOTA","SHERIDAN",104,20,688,812
"2020","NORTH DAKOTA","SIOUX",804,124,258,1186
"2020","NORTH DAKOTA","SLOPE",44,3,380,427
"2020","NORTH DAKOTA","STARK",2499,441,12110,15050
"2020","NORTH DAKOTA","STEELE",392,44,652,1088
"2020","NORTH DAKOTA","STUTSMAN",2676,289,6994,9959
"2020","NORTH DAKOTA","TOWNER",317,27,830,1174
"2020","NORTH DAKOTA","TRAILL",1493,121,2522,4136
"2020","NORTH DAKOTA","WALSH",1333,126,3324,4783
"2020","NORTH DAKOTA","WARD",7293,979,19974,28246
"2020","NORTH DAKOTA","WELLS",442,39,1893,2374
"2020","NORTH DAKOTA","WILLIAMS",2169,426,11739,14334
"2020","OHIO","ADAMS",2156,119,9870,12145
"2020","OHIO","ALLEN",14149,741,33116,48006
"2020","OHIO","ASHLAND",6541,457,19407,26405
"2020","OHIO","ASHTABULA",16497,760,26890,44147
"2020","OHIO","ATHENS",14772,425,10862,26059
"2020","OHIO","AUGLAIZE",4651,328,20798,25777
"2020","OHIO","BELMONT",9138,390,23560,33088
"2020","OHIO","BROWN",4380,236,16480,21096
"2020","OHIO","BUTLER",69613,2732,114392,186737
"2020","OHIO","CARROLL",3251,216,10745,14212
"2020","OHIO","CHAMPAIGN",5062,321,14589,19972
"2020","OHIO","CLARK",24076,1104,39032,64212
"2020","OHIO","CLERMONT",34092,1818,74570,110480
"2020","OHIO","CLINTON",4697,342,15488,20527
"2020","OHIO","COLUMBIANA",13359,775,35726,49860
"2020","OHIO","COSHOCTON",4125,289,12325,16739
"2020","OHIO","CRAWFORD",4916,334,15436,20686
"2020","OHIO","CUYAHOGA",416176,6795,202699,625670
"2020","OHIO","DARKE",4731,399,22004,27134
"2020","OHIO","DEFIANCE",5981,362,13038,19381
"2020","OHIO","DELAWARE",57735,1979,66356,126070
"2020","OHIO","ERIE",17493,682,22160,40335
"2020","OHIO","FAIRFIELD",31224,1290,50797,83311
"2020","OHIO","FAYETTE",2975,164,9473,12612
"2020","OHIO","FRANKLIN",409144,10196,211237,630577
"2020","OHIO","FULTON",6664,375,15731,22770
"2020","OHIO","GALLIA",2990,164,10645,13799
"2020","OHIO","GEAUGA",21201,677,34143,56021
"2020","OHIO","GREENE",34798,1773,52072,88643
"2020","OHIO","GUERNSEY",4577,246,13407,18230
"2020","OHIO","HAMILTON",246266,6777,177886,430929
"2020","OHIO","HANCOCK",11757,704,26310,38771
"2020","OHIO","HARDIN",3062,236,9949,13247
"2020","OHIO","HARRISON",1768,95,5792,7655
"2020","OHIO","HENRY",4062,223,10479,14764
"2020","OHIO","HIGHLAND",3799,199,15678,19676
"2020","OHIO","HOCKING",3880,207,9737,13824
"2020","OHIO","HOLMES",1994,157,10796,12947
"2020","OHIO","HURON",7759,475,18956,27190
"2020","OHIO","JACKSON",3311,174,11309,14794
"2020","OHIO","JEFFERSON",10018,516,22828,33362
"2020","OHIO","KNOX",8589,469,22340,31398
"2020","OHIO","LAKE",55514,1717,73278,130509
"2020","OHIO","LAWRENCE",7489,332,20306,28127
"2020","OHIO","LICKING",33055,1641,59514,94210
"2020","OHIO","LOGAN",5055,349,17964,23368
"2020","OHIO","LORAIN",75667,2250,79520,157437
"2020","OHIO","LUCAS",115411,3449,81763,200623
"2020","OHIO","MADISON",5698,322,13835,19855
"2020","OHIO","MAHONING",57641,1422,59903,118966
"2020","OHIO","MARION",8269,526,19023,27818
"2020","OHIO","MEDINA",39800,1427,64598,105825
"2020","OHIO","MEIGS",2492,143,8316,10951
"2020","OHIO","MERCER",4030,279,19452,23761
"2020","OHIO","MIAMI",15663,938,41371,57972
"2020","OHIO","MONROE",1605,80,5463,7148
"2020","OHIO","MONTGOMERY",135064,4407,129034,268505
"2020","OHIO","MORGAN",1725,81,5041,6847
"2020","OHIO","MORROW",4048,332,14077,18457
"2020","OHIO","MUSKINGUM",11971,627,27867,40465
"2020","OHIO","NOBLE",1170,38,5135,6343
"2020","OHIO","OTTAWA",9008,371,14628,24007
"2020","OHIO","PAULDING",2213,168,7086,9467
"2020","OHIO","PERRY",4098,220,12357,16675
"2020","OHIO","PICKAWAY",7304,374,20593,28271
"2020","OHIO","PIKE",3110,145,9157,12412
"2020","OHIO","PORTAGE",35661,1221,45990,82872
"2020","OHIO","PREBLE",4493,294,17022,21809
"2020","OHIO","PUTNAM",3195,314,16412,19921
"2020","OHIO","RICHLAND",17640,863,41472,59975
"2020","OHIO","ROSS",10557,464,22278,33299
"2020","OHIO","SANDUSKY",10596,582,18896,30074
"2020","OHIO","SCIOTO",9080,358,22609,32047
"2020","OHIO","SENECA",8266,458,17086,25810
"2020","OHIO","SHELBY",4465,371,20422,25258
"2020","OHIO","STARK",75904,2878,111097,189879
"2020","OHIO","SUMMIT",151668,3972,124833,280473
"2020","OHIO","TRUMBULL",44519,1288,55194,101001
"2020","OHIO","TUSCARAWAS",12889,668,30458,44015
"2020","OHIO","UNION",11141,635,21669,33445
"2020","OHIO","VAN WERT",3067,248,11650,14965
"2020","OHIO","VINTON",1331,67,4632,6030
"2020","OHIO","WARREN",46069,2043,87988,136100
"2020","OHIO","WASHINGTON",9243,481,22307,32031
"2020","OHIO","WAYNE",16660,864,36759,54283
"2020","OHIO","WILLIAMS",4842,357,13452,18651
"2020","OHIO","WOOD",30617,1223,35757,67597
"2020","OHIO","WYANDOT",2733,195,8462,11390
"2020","OKLAHOMA","ADAIR",1387,136,5585,7108
"2020","OKLAHOMA","ALFALFA",232,52,1978,2262
"2020","OKLAHOMA","ATOKA",765,67,4557,5389
"2020","OKLAHOMA","BEAVER",190,20,1968,2178
"2020","OKLAHOMA","BECKHAM",1048,133,6767,7948
"2020","OKLAHOMA","BLAINE",688,77,3136,3901
"2020","OKLAHOMA","BRYAN",3323,309,12344,15976
"2020","OKLAHOMA","CADDO",2670,176,7013,9859
"2020","OKLAHOMA","CANADIAN",16742,1648,43550,61940
"2020","OKLAHOMA","CARTER",4470,310,14699,19479
"2020","OKLAHOMA","CHEROKEE",6027,464,11223,17714
"2020","OKLAHOMA","CHOCTAW",1082,52,4698,5832
"2020","OKLAHOMA","CIMARRON",70,14,970,1054
"2020","OKLAHOMA","CLEVELAND",49827,3274,66677,119778
"2020","OKLAHOMA","COAL",374,59,2091,2524
"2020","OKLAHOMA","COMANCHE",13747,979,20905,35631
"2020","OKLAHOMA","COTTON",393,62,2117,2572
"2020","OKLAHOMA","CRAIG",1217,129,4686,6032
"2020","OKLAHOMA","CREEK",6577,634,23294,30505
"2020","OKLAHOMA","CUSTER",2369,262,8060,10691
"2020","OKLAHOMA","DELAWARE",3472,216,13557,17245
"2020","OKLAHOMA","DEWEY",214,21,2124,2359
"2020","OKLAHOMA","ELLIS",162,23,1688,1873
"2020","OKLAHOMA","GARFIELD",4919,541,16970,22430
"2020","OKLAHOMA","GARVIN",1865,179,8878,10922
"2020","OKLAHOMA","GRADY",4144,419,18538,23101
"2020","OKLAHOMA","GRANT",280,30,1916,2226
"2020","OKLAHOMA","GREER",328,40,1605,1973
"2020","OKLAHOMA","HARMON",177,9,747,933
"2020","OKLAHOMA","HARPER",136,24,1327,1487
"2020","OKLAHOMA","HASKELL",783,66,4165,5014
"2020","OKLAHOMA","HUGHES",919,63,3875,4857
"2020","OKLAHOMA","JACKSON",1646,183,6392,8221
"2020","OKLAHOMA","JEFFERSON",319,40,2026,2385
"2020","OKLAHOMA","JOHNSTON",738,72,3441,4251
"2020","OKLAHOMA","KAY",4040,375,12834,17249
"2020","OKLAHOMA","KINGFISHER",854,90,5521,6465
"2020","OKLAHOMA","KIOWA",699,55,2673,3427
"2020","OKLAHOMA","LATIMER",762,50,3437,4249
"2020","OKLAHOMA","LE FLORE",3299,293,15213,18805
"2020","OKLAHOMA","LINCOLN",2609,266,12013,14888
"2020","OKLAHOMA","LOGAN",5455,511,15608,21574
"2020","OKLAHOMA","LOVE",711,60,3305,4076
"2020","OKLAHOMA","MAJOR",320,63,3084,3467
"2020","OKLAHOMA","MARSHALL",1100,73,4891,6064
"2020","OKLAHOMA","MAYES",3581,296,12749,16626
"2020","OKLAHOMA","MCCLAIN",3582,359,15295,19236
"2020","OKLAHOMA","MCCURTAIN",1858,124,9485,11467
"2020","OKLAHOMA","MCINTOSH",2031,132,6172,8335
"2020","OKLAHOMA","MURRAY",1156,126,4612,5894
"2020","OKLAHOMA","MUSKOGEE",8027,528,16526,25081
"2020","OKLAHOMA","NOBLE",1003,114,3821,4938
"2020","OKLAHOMA","NOWATA",712,69,3610,4391
"2020","OKLAHOMA","OKFUSKEE",896,84,3058,4038
"2020","OKLAHOMA","OKLAHOMA",141724,7966,145050,294740
"2020","OKLAHOMA","OKMULGEE",4357,288,9668,14313
"2020","OKLAHOMA","OSAGE",6002,415,14121,20538
"2020","OKLAHOMA","OTTAWA",2686,207,8545,11438
"2020","OKLAHOMA","PAWNEE",1363,156,5267,6786
"2020","OKLAHOMA","PAYNE",10904,926,17813,29643
"2020","OKLAHOMA","PITTSBURG",3768,305,13851,17924
"2020","OKLAHOMA","PONTOTOC",4117,398,10805,15320
"2020","OKLAHOMA","POTTAWATOMIE",7275,670,20240,28185
